Country,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,Dependent Variable (Bankruptcy)
Japan,4500.0,133000.0,17000.0,15000.0,4300.0,118700.0,101100.0,14600.0,68500.0,13500.0,15,0
Japan,2200.0,118900.0,9700.0,5000.0,4500.0,75600.0,88200.0,32800.0,60900.0,6400.0,15,0
Japan,6800.0,219400.0,44100.0,85700.0,11100.0,116200.0,174000.0,9400.0,81100.0,11200.0,20,0
Japan,3000.0,223200.0,35800.0,41800.0,6000.0,104000.0,206000.0,1600.0,64800.0,5800.0,20,0
Japan,3500.0,196500.0,32800.0,43700.0,6000.0,88700.0,150400.0,200.0,66800.0,6400.0,20,0
Japan,3400.0,161100.0,22500.0,42500.0,5500.0,85400.0,127300.0,11600.0,59500.0,6100.0,20,0
Japan,700.0,104100.0,2700.0,2900.0,2200.0,117900.0,91000.0,23900.0,67600.0,3100.0,20,0
Japan,4400.0,149000.0,26500.0,10900.0,7400.0,205800.0,133600.0,36800.0,80400.0,17500.0,20,0
Japan,1300.0,111600.0,6800.0,6000.0,2300.0,91800.0,76700.0,24600.0,65600.0,5900.0,20,0
Japan,3000.0,147800.0,23300.0,10700.0,5000.0,84500.0,109900.0,27200.0,72000.0,8200.0,20,0
Japan,5900.0,132600.0,14600.0,-5800.0,6200.0,82400.0,59900.0,39100.0,59300.0,29200.0,20,0
Japan,5500.0,157100.0,22400.0,38400.0,10100.0,120200.0,103700.0,8500.0,61600.0,9400.0,20,0
Japan,5200.0,93200.0,-1500.0,16400.0,8000.0,57700.0,88900.0,62700.0,20500.0,20900.0,20,0
Japan,5000.0,125100.0,13300.0,12200.0,5300.0,72500.0,105300.0,12900.0,66300.0,13600.0,25,0
Japan,2200.0,144800.0,15200.0,21900.0,6000.0,110800.0,69200.0,22600.0,49100.0,4400.0,25,0
Japan,2900.0,177600.0,20500.0,22500.0,4100.0,95800.0,115600.0,20200.0,46800.0,5400.0,25,0
Japan,6900.0,170400.0,18700.0,47900.0,17900.0,136400.0,128200.0,13800.0,45200.0,10900.0,25,0
Japan,4100.0,160200.0,32300.0,34200.0,7100.0,308800.0,122600.0,1200.0,85900.0,9400.0,25,0
Japan,5400.0,172900.0,23400.0,57100.0,7000.0,201800.0,127100.0,7800.0,55500.0,8700.0,25,0
Japan,1500.0,156600.0,22000.0,32800.0,2900.0,84100.0,127900.0,43100.0,60900.0,3600.0,25,0
Japan,9000.0,303200.0,45200.0,26100.0,16200.0,181200.0,109400.0,41800.0,67400.0,19600.0,25,0
Japan,2100.0,280800.0,38500.0,36100.0,3900.0,65300.0,243200.0,39100.0,59700.0,4400.0,25,0
Japan,1700.0,84500.0,-3500.0,11200.0,3300.0,50100.0,55300.0,36900.0,18900.0,5600.0,25,0
Japan,7200.0,108600.0,3400.0,31200.0,6100.0,94800.0,42000.0,19000.0,43000.0,13100.0,25,0
Japan,3700.0,80400.0,-6300.0,30300.0,7100.0,232300.0,47600.0,16400.0,25700.0,7700.0,30,0
Japan,300.0,59100.0,-18400.0,29800.0,3300.0,107900.0,28000.0,59500.0,26600.0,1200.0,30,0
Japan,800.0,166700.0,15300.0,28400.0,1400.0,45800.0,143300.0,12000.0,38200.0,1000.0,45,0
Japan,900.0,198500.0,27000.0,16900.0,1300.0,89100.0,135100.0,13900.0,54400.0,1600.0,45,0
Japan,3900.0,138600.0,16700.0,32400.0,5500.0,101800.0,92800.0,20500.0,59800.0,8700.0,45,0
Japan,5600.0,125500.0,10400.0,-5200.0,5800.0,67500.0,109000.0,58600.0,51100.0,19900.0,45,0
Korea,-2000.0,116000.0,11700.0,0.0,-3700.0,186300.0,38400.0,38000.0,84500.0,-15800.0,25,0
Korea,5500.0,124300.0,5600.0,0.0,7200.0,63700.0,92500.0,23000.0,28700.0,9500.0,45,0
Singapore,1200.0,202300.0,48800.0,-24800.0,1600.0,194600.0,151600.0,0.0,96500.0,2300.0,25,0
Taiwan,4000.0,153900.0,23200.0,6500.0,6400.0,114200.0,92100.0,23600.0,66400.0,7800.0,45,0
Japan,-2600.0,88200.0,-7200.0,-11000.0,1400.0,39900.0,50900.0,70300.0,53900.0,-15100.0,15,1
Japan,-133100.0,46700.0,-43700.0,-154200.0,-17800.0,77400.0,33800.0,69400.0,38300.0,-1906300.0,15,1
Japan,-14500.0,31700.0,-63200.0,-50600.0,-7000.0,115500.0,19500.0,87700.0,29400.0,83000.0,20,1
Japan,-90300.0,50500.0,-82500.0,-86400.0,-49400.0,130500.0,42000.0,62500.0,84000.0,126900.0,20,1
Japan,-13900.0,95200.0,-4100.0,-14000.0,-800.0,143500.0,84300.0,25900.0,80900.0,6000.0,20,1
Japan,-10000.0,96800.0,-2300.0,7600.0,-6200.0,92400.0,48500.0,16400.0,69800.0,-63200.0,20,1
Japan,-6200.0,89100.0,-7100.0,-4000.0,200.0,148900.0,43000.0,23500.0,58100.0,-43800.0,20,1
Japan,-1000.0,63300.0,-33900.0,-9400.0,1100.0,120200.0,39600.0,43100.0,58400.0,-64300.0,20,1
Japan,1300.0,179100.0,33200.0,20300.0,4100.0,83900.0,157300.0,44600.0,75200.0,3100.0,20,1
Japan,200.0,141300.0,22700.0,5000.0,1800.0,68900.0,106600.0,41800.0,77600.0,500.0,20,1
Japan,-11100.0,75100.0,-19100.0,-24800.0,-900.0,52300.0,29100.0,64700.0,57400.0,6000.0,20,1
Japan,300.0,114900.0,10200.0,6300.0,1500.0,137800.0,85900.0,32500.0,78900.0,2300.0,20,1
Japan,-180600.0,7900.0,12000.0,800.0,3100.0,163600.0,7100.0,29200.0,18900.0,105200.0,20,1
Japan,-6200.0,138700.0,22300.0,-5300.0,-4100.0,146200.0,97600.0,900.0,80000.0,-19900.0,25,1
Japan,-4400.0,126600.0,13100.0,2300.0,800.0,83800.0,46400.0,39600.0,62200.0,-11300.0,25,1
Japan,10600.0,120400.0,7500.0,-29100.0,-4300.0,73800.0,50100.0,21700.0,44300.0,29600.0,25,1
Japan,-12700.0,71800.0,-13300.0,4700.0,-3800.0,216600.0,51100.0,20300.0,33700.0,-92700.0,25,1
Japan,-7800.0,36400.0,-70100.0,-79800.0,-400.0,53900.0,15500.0,98200.0,40100.0,27600.0,25,1
Japan,-23300.0,93200.0,-3000.0,4700.0,-9000.0,63500.0,49400.0,29800.0,41300.0,-49600.0,25,1
Japan,1400.0,59600.0,-28800.0,-20100.0,-4300.0,101900.0,44200.0,41100.0,42500.0,8500.0,25,1
Japan,-4700.0,57100.0,-17900.0,-5200.0,1000.0,93600.0,35100.0,60900.0,23800.0,-83000.0,25,1
Japan,-24800.0,19100.0,-65200.0,-29000.0,-1600.0,102300.0,7900.0,88200.0,15400.0,102100.0,25,1
Japan,-82900.0,25400.0,-124500.0,-95300.0,300.0,94700.0,20500.0,153200.0,42300.0,112800.0,25,1
Japan,-28500.0,23100.0,-66500.0,-5300.0,-3900.0,63000.0,9400.0,73900.0,20000.0,6000.0,25,1
Japan,-2600.0,39100.0,-76400.0,-56400.0,900.0,108100.0,19500.0,105300.0,49200.0,6900.0,30,1
Japan,1900.0,124500.0,11800.0,13400.0,300.0,36500.0,100900.0,69000.0,59900.0,9500.0,30,1
Japan,-23700.0,29100.0,-50400.0,-166500.0,-1500.0,99300.0,27100.0,69500.0,20700.0,176700.0,45,1
Japan,-17500.0,182900.0,32500.0,-18500.0,-6500.0,154000.0,150600.0,25900.0,71700.0,-56000.0,45,1
Japan,16700.0,121500.0,12500.0,-17100.0,15000.0,277700.0,84200.0,46200.0,70600.0,74600.0,45,1
Japan,200.0,105400.0,1600.0,400.0,4100.0,58500.0,76700.0,46100.0,31600.0,700.0,45,1
Korea,-43600.0,120500.0,12200.0,-4900.0,-11500.0,118500.0,83700.0,27400.0,71700.0,-98800.0,45,1
Korea,-15100.0,142900.0,21500.0,0.0,-12900.0,67500.0,89500.0,24900.0,71500.0,-39000.0,25,1
Singapore,-6400.0,57200.0,-20300.0,-10900.0,18300.0,55800.0,47400.0,62300.0,27100.0,-31800.0,25,1
Taiwan,400.0,294800.0,29000.0,1000.0,2000.0,27800.0,247600.0,49000.0,43900.0,1000.0,45,1
Japan,-4100.0,83300.0,-16000.0,-7700.0,1100.0,148600.0,69200.0,72600.0,79500.0,166800.0,15,1
Korea,-79800.0,80800.0,-16600.0,0.0,-5300.0,41100.0,4700.0,46400.0,69700.0,6000.0,20,1
Japan,1800.0,236800.0,57100.0,6200.0,8500.0,40600.0,205200.0,43900.0,98800.0,3800.0,45,1
Japan,-33700.0,88500.0,-5500.0,-19400.0,-17800.0,33400.0,19500.0,55700.0,42200.0,-105500.0,45,1
Japan,200.0,127500.0,20400.0,1300.0,1100.0,98500.0,121600.0,74300.0,94600.0,2000.0,30,1
Japan,-44400.0,29700.0,-87900.0,-50400.0,-17200.0,172000.0,8800.0,120200.0,37200.0,6000.0,25,1
Japan,-2900.0,71000.0,-17600.0,-13500.0,-1900.0,182100.0,40100.0,28200.0,43100.0,-10700.0,25,1
Japan,-40700.0,32400.0,-53900.0,-172300.0,-36800.0,99300.0,22300.0,43500.0,25800.0,-231500.0,25,1
Japan,-4900.0,51700.0,-42200.0,-100.0,100.0,86100.0,35100.0,65100.0,45100.0,-54400.0,25,1
Japan,-1400.0,144300.0,27100.0,6000.0,200.0,97000.0,6600.0,77100.0,88200.0,-7700.0,25,1
Japan,550.0,50600.0,-54500.0,800.0,13500.0,200300.0,17500.0,29200.0,55900.0,186600.0,20,1
Japan,-101400.0,68800.0,-31500.0,-99900.0,-14400.0,136600.0,50200.0,76600.0,69500.0,118600.0,20,1
Japan,-12900.0,154500.0,24600.0,700.0,-19000.0,111400.0,129600.0,2000.0,69900.0,-28000.0,20,1
Japan,-162500.0,34200.0,-87100.0,-153400.0,-8000.0,171200.0,16100.0,157000.0,45200.0,142000.0,20,1
Korea,-2200.0,396000.0,34900.0,100.0,8800.0,52100.0,301000.0,39800.0,46700.0,-4700.0,20,0
Japan,-2400.0,168300.0,29100.0,8800.0,300.0,82800.0,117300.0,20600.0,71600.0,-5500.0,45,0
Japan,-1000.0,140700.0,21100.0,16300.0,1400.0,105700.0,88400.0,47300.0,72800.0,-2400.0,45,0
Japan,-700.0,184200.0,31700.0,32900.0,2100.0,169500.0,123000.0,33600.0,69300.0,-1700.0,30,0
Japan,6400.0,84500.0,-6400.0,25100.0,2500.0,234900.0,26000.0,14800.0,35000.0,15500.0,25,0
Japan,3600.0,353600.0,34900.0,41600.0,4800.0,62100.0,272900.0,1900.0,48600.0,4300.0,25,0
Japan,6800.0,112200.0,3000.0,40800.0,13500.0,92000.0,99000.0,34400.0,27200.0,15700.0,25,0
Japan,2700.0,316300.0,45500.0,35000.0,4800.0,61500.0,152600.0,27600.0,66500.0,4400.0,25,0
Japan,500.0,136000.0,13000.0,10600.0,3300.0,75900.0,53000.0,26700.0,49200.0,1600.0,25,0
Japan,500.0,111600.0,4800.0,-7400.0,2100.0,113500.0,91700.0,54200.0,46000.0,3000.0,20,0
Japan,3500.0,183300.0,31200.0,33900.0,4300.0,83800.0,141200.0,22100.0,68600.0,8500.0,20,0
Japan,3600.0,157800.0,24600.0,38200.0,5600.0,96200.0,121600.0,2000.0,67100.0,7400.0,20,0
Japan,7000.0,191700.0,33400.0,34100.0,10900.0,116000.0,151100.0,3000.0,69900.0,11300.0,20,0
Japan,3000.0,135900.0,12000.0,30800.0,5100.0,92600.0,68700.0,21200.0,45500.0,6600.0,15,0
Austria,5800.0,174800.0,24600.0,25700.0,8800.0,119100.0,69000.0,28500.0,57400.0,13300.0,30,0
Austria,6500.0,169200.0,22700.0,23200.0,11300.0,163600.0,152100.0,4700.0,55600.0,14000.0,25,0
Denmark,26200.0,179500.0,39700.0,47400.0,33500.0,124200.0,177000.0,0.0,89700.0,54200.0,45,0
Denmark,1200.0,128400.0,5800.0,44700.0,3300.0,95100.0,116700.0,26300.0,26400.0,2100.0,20,0
Denmark,12600.0,130750.0,65300.0,70000.0,16100.0,104000.0,424300.0,0.0,78600.0,14900.0,20,0
Denmark,900.0,279100.0,33200.0,-89700.0,1200.0,96000.0,239300.0,7800.0,51700.0,1200.0,45,0
Denmark,6300.0,99300.0,-300.0,23000.0,11000.0,197000.0,96700.0,31100.0,40600.0,26700.0,20,0
Denmark,27400.0,306500.0,58900.0,64400.0,37300.0,166300.0,296500.0,600.0,87400.0,40100.0,45,0
Denmark,1900.0,111200.0,6600.0,11100.0,4700.0,140300.0,75500.0,25900.0,65700.0,6600.0,20,0
France,9200.0,178000.0,23800.0,9200.0,13200.0,166300.0,96000.0,17800.0,54400.0,16900.0,20,0
France,2500.0,94200.0,-3600.0,11900.0,4500.0,64100.0,67800.0,15700.0,57400.0,16000.0,20,0
France,1700.0,98500.0,-700.0,1700.0,3400.0,91300.0,76800.0,23500.0,45100.0,7400.0,20,0
France,3400.0,89400.0,-5200.0,3400.0,9500.0,149200.0,68100.0,25200.0,43900.0,20500.0,25,0
France,-2900.0,251800.0,37600.0,-2900.0,3500.0,208800.0,116800.0,800.0,62300.0,-7700.0,15,0
France,3900.0,108100.0,4500.0,3900.0,4400.0,74700.0,105400.0,17900.0,59900.0,8900.0,20,0
France,1100.0,127900.0,15900.0,500.0,4100.0,76100.0,111000.0,21900.0,72900.0,5900.0,20,0
France,4300.0,213700.0,21900.0,27200.0,7000.0,61700.0,155600.0,22400.0,41200.0,10500.0,20,0
France,5800.0,184300.0,28500.0,0.0,9500.0,131100.0,95400.0,32200.0,62300.0,12500.0,25,0
Germany,-4900.0,65300.0,-7400.0,-31900.0,5200.0,53900.0,53700.0,40500.0,13900.0,-20300.0,50,0
Germany,2200.0,142000.0,11100.0,12400.0,4300.0,125900.0,73300.0,9800.0,37500.0,4700.0,20,0
Germany,5300.0,316100.0,30500.0,13300.0,7000.0,88100.0,282900.0,200.0,44600.0,6400.0,45,0
Germany,6800.0,235100.0,31300.0,23300.0,12100.0,97000.0,132600.0,9200.0,54400.0,12200.0,20,0
Germany,900.0,135000.0,18500.0,11600.0,2300.0,150500.0,96500.0,26300.0,71500.0,6000.0,20,0
Germany,5600.0,432500.0,53800.0,31800.0,5200.0,103500.0,85200.0,0.0,70000.0,6700.0,45,0
Germany,-38100.0,72600.0,-8600.0,-94900.0,200.0,59500.0,67400.0,12200.0,22900.0,-138600.0,45,0
Germany,9700.0,43000.0,-34200.0,20500.0,20600.0,216400.0,30200.0,27100.0,25900.0,57300.0,45,0
Ireland,3600.0,130750.0,69900.0,78700.0,5800.0,48400.0,278200.0,0.0,84000.0,4300.0,25,0
Italy,3800.0,233100.0,24600.0,19300.0,5100.0,64900.0,231100.0,2500.0,43200.0,5700.0,45,0
Italy,7700.0,167900.0,25400.0,27000.0,12100.0,98600.0,118300.0,22500.0,62900.0,18700.0,25,0
Luxembourg,7600.0,148900.0,15300.0,-28000.0,13300.0,75900.0,88900.0,400.0,46600.0,13700.0,25,0
Netherlands,600.0,246000.0,39300.0,15900.0,2700.0,92900.0,161100.0,27700.0,66300.0,1400.0,25,0
Netherlands,5400.0,202900.0,29600.0,59100.0,7600.0,64600.0,107800.0,0.0,58400.0,8700.0,25,0
Norway,550.0,53000.0,-68200.0,800.0,-58900.0,228900.0,44100.0,95100.0,76900.0,21100.0,45,0
Norway,-2300.0,51300.0,-15800.0,-29000.0,-300.0,165500.0,6000.0,22400.0,16600.0,-4000.0,25,0
Norway,2400.0,122400.0,8300.0,36600.0,4600.0,119800.0,74500.0,9900.0,45200.0,6500.0,25,0
Poland,100.0,347100.0,51200.0,2500.0,3500.0,146400.0,211200.0,50500.0,71900.0,400.0,30,0
Poland,10000.0,130750.0,80900.0,73000.0,12400.0,95500.0,85200.0,100.0,86400.0,10700.0,25,0
Spain,900.0,82500.0,-1500.0,3900.0,2600.0,8700.0,71100.0,29100.0,7000.0,2300.0,55,0
Sweden,5800.0,170200.0,20500.0,6300.0,10200.0,104400.0,103000.0,16600.0,49600.0,11500.0,20,0
Sweden,800.0,253100.0,40700.0,400.0,4700.0,111600.0,171400.0,43500.0,67300.0,2900.0,45,0
Sweden,5200.0,101800.0,900.0,5200.0,7000.0,103300.0,96300.0,7000.0,49600.0,10800.0,45,0
Sweden,4400.0,448900.0,43500.0,27900.0,8600.0,67900.0,298100.0,0.0,55900.0,5100.0,45,0
Sweden,5100.0,122100.0,8800.0,35400.0,100.0,175200.0,60800.0,19600.0,48500.0,12600.0,15,0
Sweden,5900.0,129500.0,13600.0,36100.0,8200.0,96500.0,117600.0,4500.0,59900.0,13200.0,45,0
Sweden,6600.0,75600.0,-7200.0,33300.0,12100.0,88900.0,67200.0,31600.0,22400.0,16000.0,50,0
Switzerland,-54900.0,42000.0,-28200.0,-147200.0,-24400.0,52800.0,37600.0,7900.0,20400.0,-172100.0,45,0
United Kingdom,7500.0,86800.0,-6000.0,7400.0,9600.0,360100.0,26600.0,0.0,39800.0,15400.0,30,0
United Kingdom,1900.0,113800.0,6100.0,16100.0,24300.0,246000.0,25000.0,18200.0,49900.0,8400.0,25,0
United Kingdom,6700.0,154800.0,14200.0,27900.0,10100.0,113900.0,92900.0,24700.0,40200.0,16100.0,15,0
United Kingdom,2000.0,181400.0,9200.0,71000.0,3600.0,50400.0,142500.0,200.0,20500.0,2800.0,55,0
United Kingdom,8500.0,206800.0,33300.0,37200.0,9700.0,104700.0,163300.0,0.0,64500.0,15200.0,20,0
United Kingdom,11300.0,218000.0,27000.0,48100.0,11600.0,51000.0,188600.0,9800.0,49900.0,17700.0,25,0
United Kingdom,10700.0,125400.0,10900.0,26300.0,12300.0,211100.0,57700.0,33600.0,53700.0,27100.0,25,0
United Kingdom,1000.0,181600.0,32300.0,-26500.0,3200.0,132500.0,48700.0,23200.0,71800.0,1700.0,25,0
United Kingdom,8600.0,243800.0,29800.0,40700.0,11300.0,96300.0,206200.0,0.0,50500.0,11800.0,30,0
France,1300.0,142300.0,9600.0,1700.0,-2500.0,72200.0,77600.0,10900.0,32400.0,2000.0,25,0
France,5100.0,282000.0,41000.0,5100.0,10000.0,120700.0,237500.0,15100.0,63500.0,8300.0,30,0
France,4200.0,237000.0,36000.0,4200.0,6300.0,76900.0,192500.0,10700.0,62300.0,7300.0,45,0
France,13000.0,491700.0,61500.0,13200.0,17900.0,110000.0,378500.0,100.0,77100.0,15600.0,45,0
Austria,33100.0,198.0,-82000.0,4800.0,14400.0,3300.0,4300.0,61600.0,8600.0,695500.0,30,1
Austria,-100000.0,9500.0,-66400.0,-12900.0,-62600.0,212500.0,7700.0,81500.0,53300.0,157600.0,25,1
Denmark,-22000.0,44600.0,-49800.0,-32900.0,-20200.0,200300.0,20800.0,39600.0,26200.0,808800.0,20,1
Denmark,-70800.0,34400.0,-19300.0,-55900.0,-30600.0,97800.0,58000.0,78200.0,27600.0,537600.0,45,1
Denmark,-100.0,58900.0,4100.0,10300.0,-2200.0,147300.0,57100.0,56000.0,69800.0,-400.0,20,1
Denmark,-5200.0,89200.0,23400.0,-7500.0,-4800.0,146100.0,51600.0,50200.0,60600.0,-21200.0,20,1
Denmark,-71300.0,163000.0,-84600.0,-99400.0,-48300.0,125800.0,22700.0,98300.0,57000.0,160300.0,45,1
Denmark,-100.0,159500.0,3000.0,0.0,500.0,126500.0,43100.0,53400.0,91100.0,-1100.0,45,1
Denmark,-7500.0,103400.0,3000.0,0.0,-900.0,82200.0,105400.0,42400.0,46700.0,27400.0,20,1
France,-14100.0,102600.0,26800.0,-14100.0,-11000.0,60100.0,53300.0,42700.0,67600.0,-49900.0,25,1
France,-6500.0,165800.0,5900.0,0.0,1200.0,176000.0,71200.0,43700.0,62200.0,-32100.0,15,1
France,550.0,110500.0,-600.0,800.0,3100.0,24600.0,86800.0,49700.0,38500.0,6000.0,45,1
France,-56900.0,98500.0,-500.0,-200.0,-44600.0,98800.0,47800.0,900.0,65000.0,-177300.0,25,1
France,-37500.0,99300.0,15300.0,0.0,-26700.0,145200.0,56900.0,42300.0,90000.0,6000.0,45,1
France,-32200.0,120400.0,-47800.0,0.0,-28700.0,107300.0,51100.0,70100.0,67800.0,60000.0,20,1
France,-89700.0,58600.0,27300.0,0.0,-65400.0,25300.0,164600.0,26000.0,46800.0,-252200.0,20,1
France,100.0,239700.0,11100.0,0.0,3300.0,91300.0,40500.0,46900.0,76700.0,300.0,25,1
France,-5500.0,117000.0,300.0,2600.0,-2000.0,143600.0,91700.0,45200.0,53300.0,-41800.0,20,1
France,-8100.0,100500.0,47200.0,0.0,-6700.0,115900.0,118100.0,400.0,92600.0,-18700.0,20,1
France,-11700.0,203700.0,27500.0,0.0,-7700.0,142000.0,96900.0,32500.0,75400.0,-61700.0,30,1
France,-400.0,157300.0,23400.0,5200.0,2500.0,140000.0,65300.0,28300.0,84500.0,-1400.0,20,1
France,-12700.0,138300.0,20300.0,0.0,-9500.0,119600.0,84300.0,32800.0,68300.0,-34600.0,20,1
Germany,1600.0,142400.0,21800.0,10800.0,5400.0,89200.0,104100.0,55400.0,63800.0,7500.0,20,1
Germany,-45900.0,116600.0,-24200.0,-38400.0,-36200.0,31300.0,19100.0,0.0,39400.0,-177600.0,45,1
Germany,-2100.0,62000.0,15900.0,-4100.0,1900.0,58900.0,65400.0,32300.0,72000.0,-9700.0,20,1
Germany,550.0,69100.0,23100.0,-199000.0,-106200.0,92600.0,110200.0,7400.0,61400.0,-271700.0,45,1
Germany,-7800.0,160100.0,42900.0,-7000.0,-7800.0,46800.0,195300.0,600.0,73200.0,-11200.0,45,1
Germany,-23100.0,245300.0,25900.0,-25700.0,-28400.0,44600.0,164100.0,11700.0,61300.0,-39400.0,45,1
Germany,-1200.0,173000.0,17000.0,-500.0,-3200.0,146500.0,126900.0,700.0,66000.0,-3000.0,50,1
Germany,600.0,134800.0,25900.0,500.0,4200.0,111300.0,63200.0,35800.0,83400.0,4900.0,20,1
Ireland,-44700.0,145200.0,44400.0,-185500.0,-11700.0,129400.0,76300.0,97000.0,71500.0,62600.0,25,1
Italy,-25800.0,263600.0,10400.0,4400.0,-9800.0,17400.0,107800.0,72200.0,53300.0,-739800.0,45,1
Italy,-17200.0,73400.0,3300.0,0.0,-12500.0,101500.0,62800.0,58200.0,77900.0,272600.0,25,1
Luxembourg,6300.0,104400.0,26400.0,-49900.0,9200.0,85800.0,128200.0,14300.0,54700.0,14400.0,25,1
Netherlands,17400.0,103900.0,33300.0,0.0,15700.0,246100.0,156700.0,4000.0,71800.0,28700.0,25,1
Netherlands,-200.0,186300.0,-14700.0,0.0,3900.0,125400.0,33300.0,43700.0,49600.0,-900.0,25,1
Norway,-4000.0,64400.0,-30300.0,0.0,-13100.0,216600.0,63600.0,29200.0,56800.0,1800.0,25,1
Norway,-11600.0,65200.0,2900.0,22100.0,-13400.0,322500.0,68000.0,12500.0,67000.0,-49600.0,45,1
Norway,-11300.0,104500.0,10400.0,-12300.0,-22200.0,35300.0,132700.0,0.0,31600.0,-14300.0,25,1
Poland,-65500.0,148800.0,-10900.0,-64900.0,-36700.0,133000.0,13300.0,40000.0,64300.0,-570800.0,25,1
Poland,-109500.0,85500.0,-104700.0,-186400.0,-98400.0,167600.0,21600.0,18800.0,31500.0,268500.0,30,1
Spain,1400.0,173800.0,-1800.0,2400.0,2700.0,8700.0,72700.0,21900.0,10900.0,3100.0,55,1
Sweden,-54200.0,50500.0,-29900.0,-34700.0,-51500.0,31000.0,47600.0,56000.0,30300.0,-381000.0,50,1
Sweden,-92700.0,50300.0,-23000.0,0.0,-90200.0,18700.0,12000.0,24000.0,8000.0,0.0,45,1
